ID,Name,Parameter,Language,Frequency,Confidence,References
19-410-179-1,sta_pîn1,master,Romanian,,,
19-420-179-1,sclav,slave,Romanian,,,
19-420-179-3,rob,slave,Romanian,,,
19-430-179-1,servitor,servant,Romanian,,,
19-430-179-3,sluga_,servant,Romanian,,,
19-430-179-5,slujnic,servant,Romanian,,,
19-440-179-1,liber,freeman,Romanian,,,
19-440-179-3,slobod,freeman,Romanian,,,
19-450-179-1,comanda,"command, order",Romanian,,,
19-450-179-3,ordona,"command, order",Romanian,,,
19-450-179-5,porunci,"command, order",Romanian,,,
19-460-179-1,asculta,obey,Romanian,,,
19-470-179-1,la_sa,"let, permit",Romanian,,,
19-470-179-3,permite,"let, permit",Romanian,,,
19-510-179-1,amic,"friend, companion",Romanian,,,
19-510-179-3,prieten,"friend, companion",Romanian,,,
19-520-179-1,dus_man,enemy,Romanian,,,
19-540-179-1,vecin,neighbor,Romanian,,,
19-550-179-1,stra_in,stranger,Romanian,,,
19-560-179-1,oaspe(te),guest,Romanian,,,
19-560-179-3,mosafir,guest,Romanian,,,
19-570-179-1,gazda_,host,Romanian,,,
19-580-179-1,ajuta,"help, aid",Romanian,,,
19-590-179-1,i_mpiedeca,"hinder, prevent",Romanian,,,
19-590-179-3,opri,"hinder, prevent",Romanian,,,
19-610-179-1,obiceiu_,custom,Romanian,,,
19-610-179-3,moravuri_,custom,Romanian,,,
19-620-179-1,cearta_,"strife, quarrel",Romanian,,,
19-620-179-3,gi_lceava,"strife, quarrel",Romanian,,,
19-630-179-1,complot,"conspiracy, plot",Romanian,,,
19-630-179-3,conspirat_iune,"conspiracy, plot",Romanian,,,
19-650-179-1,i_ntîlni7,meet,Romanian,,,
19-720-179-1,curva_,prostitute,Romanian,,,
19-720-179-3,prostituata_,prostitute,Romanian,,,
20-110-179-1,combate,fight (vb),Romanian,,,
20-110-179-3,(se) lupta,fight (vb),Romanian,,,
20-130-179-1,ra_zboiu,"war, battle",Romanian,,,
20-140-179-1,pace,peace,Romanian,,,
20-150-179-1,armata_,army,Romanian,,,
20-150-179-3,os_tire (oaste),army,Romanian,,,
20-170-179-1,soldat (ostas_),soldier,Romanian,,,
20-210-179-1,arme,"weapons, arms",Romanian,,,
20-220-179-1,ma_ciuc__,club,Romanian,,,
20-230-179-1,pras_tie,sling,Romanian,,,
20-240-179-1,arc,bow,Romanian,,,
20-250-179-1,sa_geat__,arrow,Romanian,,,
20-260-179-1,lance,spear,Romanian,,,
20-260-179-3,sulit___,spear,Romanian,,,
20-270-179-1,sabie,sword,Romanian,,,
20-270-179-3,spada_,sword,Romanian,,,
20-280-179-1,pus_c__,"gun, cannon",Romanian,,,
20-280-179-3,tun,"gun, cannon",Romanian,,,
20-310-179-1,armura_,armor (defensive),Romanian,,,
20-330-179-1,coif,helmet,Romanian,,,
20-340-179-1,scut,shield,Romanian,,,
20-350-179-1,forta_rea____,fortress,Romanian,,,
20-360-179-1,turn,tower,Romanian,,,
20-410-179-1,victorie,victory,Romanian,,,
20-410-179-3,biruint___,victory,Romanian,,,
20-410-179-5,izbi_nd__,victory,Romanian,,,
20-420-179-1,i_nfrîngere1,defeat,Romanian,,,
20-430-179-1,atac,attack,Romanian,,,
20-440-179-1,apa_rare,defend,Romanian,,,
20-450-179-1,retragere,retreat,Romanian,,,
20-460-179-1,preda,surrender,Romanian,,,
20-470-179-1,captiv,"captive, prisoner",Romanian,,,
20-470-179-3,prizonier,"captive, prisoner",Romanian,,,
20-480-179-1,prada_,"booty, spoils",Romanian,,,
20-490-179-1,pi_nd__,ambush,Romanian,,,
21-110-179-1,drept,law,Romanian,,,
21-150-179-1,tribunal,court,Romanian,,,
21-150-179-3,curte,court,Romanian,,,
21-160-179-1,judeca,judge (vb),Romanian,,,
21-170-179-1,judecata_,judgment,Romanian,,,
21-180-179-1,judeca_tor,judge (noun),Romanian,,,
21-210-179-1,acuzator,plaintiff,Romanian,,,
21-220-179-1,akuzat,defendant,Romanian,,,
21-230-179-1,martor,witness,Romanian,,,
21-240-179-1,jura,swear,Romanian,,,
21-250-179-1,jura_mînt9,oath,Romanian,,,
21-310-179-1,acuza,accuse,Romanian,,,
21-320-179-1,condamna,condemn,Romanian,,,
21-330-179-1,ga_si vinovat,convict (vb),Romanian,,,
21-340-179-1,achita,acquit,Romanian,,,
21-350-179-1,vinovat,guilty,Romanian,,,
21-360-179-1,inocent,innocent,Romanian,,,
21-360-179-3,nevinovat,innocent,Romanian,,,
21-370-179-1,pedeapsa_,"penalty, punishment",Romanian,,,
21-380-179-1,amenda_,fine,Romanian,,,
21-380-179-3,gloaba_,fine,Romanian,,,
21-390-179-1,i_nchisoare,"prison, jail",Romanian,,,
21-420-179-1,omor,murder,Romanian,,,
21-430-179-1,adulter (iu_),adultery,Romanian,,,
21-440-179-1,viol,rape,Romanian,,,
21-460-179-1,incendiu,arson,Romanian,,,
21-470-179-1,sperjur,perjury,Romanian,,,
22-110-179-1,religiune,religion,Romanian,,,
22-110-179-3,religie,religion,Romanian,,,
22-120-179-1,dumnezeu,God,Romanian,,,
22-120-179-3,zeu,God,Romanian,,,
22-130-179-1,templu,"temple, church",Romanian,,,
22-140-179-1,altar,altar,Romanian,,,
22-150-179-1,sacrificiu,"sacrifice, offering",Romanian,,,
22-150-179-3,jertfa_,"sacrifice, offering",Romanian,,,
22-160-179-1,adora,worship,Romanian,,,
22-170-179-1,ruga,pray,Romanian,,,
22-180-179-1,preot,priest,Romanian,,,
22-180-179-3,popa_,priest,Romanian,,,
22-190-179-1,sfi_nt,"holy, sacred",Romanian,,,
22-190-179-3,sacru,"holy, sacred",Romanian,,,
22-220-179-1,predica,preach,Romanian,,,
22-220-179-3,propovedui,preach,Romanian,,,
22-230-179-1,binecuvi_nta,bless,Romanian,,,
22-230-179-3,blagoslovi,bless,Romanian,,,
22-240-179-1,blestema,curse,Romanian,,,
22-260-179-1,posti (ajuna),fast (vb),Romanian,,,
22-310-179-1,cer,heaven,Romanian,,,
22-320-179-1,iad,hell,Romanian,,,
22-350-179-1,demon,demon (evil spirit),Romanian,,,
22-370-179-1,idol,idol,Romanian,,,
22-420-179-1,vra_jitorie,"magic, witchcraft, sorcery",Romanian,,,
22-420-179-3,farmec,"magic, witchcraft, sorcery",Romanian,,,
22-420-179-5,magie,"magic, witchcraft, sorcery",Romanian,,,
22-420-179-7,fapt,"magic, witchcraft, sorcery",Romanian,,,
22-430-179-1,vra_jitoare,"sorcerer, witch",Romanian,,,
22-430-179-3,fermeca_toare,"sorcerer, witch",Romanian,,,
22-440-179-1,zi_n__,"fairy, elf",Romanian,,,
22-440-179-3,ursitoare,"fairy, elf",Romanian,,,
22-450-179-1,stafie,"ghost, phantom",Romanian,,,
22-450-179-3,spectru,"ghost, phantom",Romanian,,,
22-450-179-5,fantoma_,"ghost, phantom",Romanian,,,
22-470-179-1,augur,"omen, portent",Romanian,,,
22-470-179-3,prevestire,"omen, portent",Romanian,,,
