ID,Name,Parameter,Language,Frequency,Confidence,References
21-240-131-1,esküt tesz,swear,Hungarian,,,
21-250-131-1,eskü,oath,Hungarian,,,
21-310-131-1,vádat emel,accuse,Hungarian,,,
21-320-131-1,eltél ~ ítél,condemn,Hungarian,,,
21-330-131-1,b_nösnek találya (ítél),convict (vb),Hungarian,,,
21-340-131-1,felment,acquit,Hungarian,,,
21-350-131-1,b_nös,guilty,Hungarian,,,
21-350-131-3,hibás,guilty,Hungarian,,,
21-360-131-1,ártatlan,innocent,Hungarian,,,
21-370-131-1,büntetés,"penalty, punishment",Hungarian,,,
21-380-131-1,bírság,fine,Hungarian,,,
21-390-131-1,fogház,"prison, jail",Hungarian,,,
21-390-131-3,börtön,"prison, jail",Hungarian,,,
21-420-131-1,gyilkosság,murder,Hungarian,,,
21-430-131-1,házasságtörés,adultery,Hungarian,,,
21-440-131-1,en_szak,rape,Hungarian,,,
21-460-131-1,gyúytogatás,arson,Hungarian,,,
21-470-131-1,esküszegés,perjury,Hungarian,,,
21-510-131-1,lop ~ ellop,steal,Hungarian,,,
21-520-131-1,tolvay,thief,Hungarian,,,
22-110-131-1,vallás,religion,Hungarian,,,
22-120-131-1,Isten,God,Hungarian,,,
22-130-131-1,templom,"temple, church",Hungarian,,,
22-130-131-3,egyház,"temple, church",Hungarian,,,
22-140-131-1,oltár,altar,Hungarian,,,
22-150-131-1,áldozat,"sacrifice, offering",Hungarian,,,
22-160-131-1,istenként tisztel,worship,Hungarian,,,
22-170-131-1,imádkozik,pray,Hungarian,,,
22-180-131-1,pap,priest,Hungarian,,,
22-180-131-3,lelkész,priest,Hungarian,,,
22-190-131-1,szent,"holy, sacred",Hungarian,,,
22-220-131-1,prédikál,preach,Hungarian,,,
22-220-131-3,szentbeszédet mond,preach,Hungarian,,,
22-230-131-1,megáld,bless,Hungarian,,,
22-240-131-1,elátkoz ~ (meg)átkoz,curse,Hungarian,,,
22-260-131-1,böytöl,fast (vb),Hungarian,,,
22-310-131-1,ég,heaven,Hungarian,,,
22-320-131-1,pokol,hell,Hungarian,,,
22-350-131-1,ördög,demon (evil spirit),Hungarian,,,
22-370-131-1,bálvány,idol,Hungarian,,,
22-420-131-1,mágia,"magic, witchcraft, sorcery",Hungarian,,,
22-420-131-3,varázslat,"magic, witchcraft, sorcery",Hungarian,,,
22-420-131-5,varázs,"magic, witchcraft, sorcery",Hungarian,,,
22-430-131-1,varázsló,"sorcerer, witch",Hungarian,,,
22-430-131-3,b_vész,"sorcerer, witch",Hungarian,,,
22-440-131-1,szellem,"fairy, elf",Hungarian,,,
22-450-131-1,kísértet,"ghost, phantom",Hungarian,,,
22-470-131-1,el_yel,"omen, portent",Hungarian,,,
